rental_id,customer_id,store_id,movie_title,category,rental_date,rental_fee,discount,final_fee,loyalty_points
910,CUST183,Mall Store,Moana,Family,2024-12-06,10.17,3.0,7.17,3
911,CUST239,Suburban Store,Inside Out,Animation,2024-05-14,2.93,3.0,0.0,0
912,CUST234,Mall Store,The Lion King,Family,2025-04-21,6.71,0.5,6.21,6
913,CUST133,Mall Store,Moana,Family,2025-02-05,3.83,3.0,0.8300000000000001,0
914,CUST233,Mall Store,Zootopia,Animation,2024-01-31,2.65,0.0,2.65,3
915,CUST237,Downtown Store,Shrek,Animation,2024-10-16,9.68,2.0,7.68,6
916,CUST053,Mall Store,Minions,Animation,2024-04-19,5.26,3.0,2.26,1
917,CUST273,Mall Store,John Wick 3,Action,2025-02-14,7.91,0.5,7.41,6
918,CUST082,Mall Store,The Matrix,Sci-Fi,2025-01-28,2.66,0.5,2.16,4
919,CUST291,Mall Store,The Dark Knight,Action,2025-07-11,8.94,0.5,8.44,4
920,CUST294,Mall Store,Guardians of the Galaxy,Action,2024-04-27,7.92,1.5,6.42,9
921,CUST050,Mall Store,The Matrix,Sci-Fi,2024-06-29,5.08,1.5,3.58,1
922,CUST056,Suburban Store,Moana,Family,2025-01-23,5.27,3.0,2.2699999999999996,1
923,CUST112,Downtown Store,Joker,Drama,2025-08-17,11.03,3.0,8.03,4
924,CUST076,Suburban Store,Inside Out,Animation,2024-06-01,6.53,1.0,5.53,8
925,CUST296,Mall Store,Moana,Family,2024-07-19,4.06,1.0,3.0599999999999996,3
926,CUST156,Mall Store,Black Panther,Action,2024-12-18,11.9,2.0,9.9,4
927,CUST262,Mall Store,Moana,Family,2024-05-10,10.53,0.0,10.53,15
928,CUST028,Downtown Store,The Matrix,Sci-Fi,2025-07-27,10.21,1.0,9.21,4
929,CUST016,Downtown Store,John Wick 3,Action,2025-03-18,9.02,1.5,7.52,9
930,CUST196,Mall Store,Up,Family,2025-01-25,6.35,0.5,5.85,4
931,CUST072,Downtown Store,Shrek,Animation,2025-07-22,5.85,1.0,4.85,8
932,CUST148,Suburban Store,Toy Story 4,Animation,2024-05-08,3.34,0.0,3.34,1
933,CUST250,Suburban Store,Toy Story 4,Animation,2025-03-23,11.75,0.5,11.25,5
934,CUST213,Mall Store,Toy Story 4,Animation,2025-03-11,8.23,1.5,6.73,12
935,CUST231,Mall Store,The Matrix,Sci-Fi,2024-12-29,4.26,1.5,2.76,1
936,CUST256,Suburban Store,Black Panther,Action,2024-08-30,9.12,1.0,8.12,16
937,CUST296,Mall Store,The Matrix,Sci-Fi,2024-02-04,11.78,2.0,9.78,16
938,CUST189,Downtown Store,Up,Family,2025-08-17,6.82,3.0,3.8200000000000003,1
939,CUST270,Mall Store,Toy Story 4,Animation,2025-04-21,7.17,2.0,5.17,2
940,CUST242,Suburban Store,Aladdin,Family,2024-03-20,8.84,2.0,6.84,9
941,CUST028,Mall Store,Moana,Family,2025-07-01,9.79,1.5,8.29,16
942,CUST241,Suburban Store,Minions,Animation,2024-12-05,6.21,1.0,5.21,6
943,CUST019,Suburban Store,Spider-Man: Far From Home,Action,2024-11-07,9.27,2.0,7.27,9
944,CUST243,Suburban Store,Frozen II,Family,2024-06-22,7.73,3.0,4.73,6
945,CUST014,Mall Store,Guardians of the Galaxy,Action,2025-05-11,2.83,2.0,0.8300000000000001,0
946,CUST130,Downtown Store,It Chapter Two,Horror,2024-10-14,4.75,1.0,3.75,1
947,CUST058,Suburban Store,Guardians of the Galaxy,Action,2024-06-27,11.1,3.0,8.1,8
948,CUST229,Mall Store,Doctor Strange,Action,2024-06-28,4.61,3.0,1.6100000000000003,0
949,CUST093,Suburban Store,Shrek,Animation,2024-02-03,5.43,0.0,5.43,4
950,CUST079,Mall Store,Moana,Family,2025-02-26,9.7,0.5,9.2,16
951,CUST086,Downtown Store,Guardians of the Galaxy,Action,2025-08-14,9.34,1.0,8.34,4
952,CUST136,Downtown Store,Coco,Animation,2024-02-23,3.68,1.5,2.18,4
953,CUST244,Suburban Store,John Wick 3,Action,2025-06-29,4.34,3.0,1.3399999999999999,0
954,CUST135,Downtown Store,Shrek,Animation,2025-06-27,10.7,0.0,10.7,15
955,CUST196,Suburban Store,Finding Nemo,Family,2024-11-19,11.62,3.0,8.62,4
956,CUST273,Suburban Store,The Lion King,Family,2024-12-28,11.56,1.5,10.06,15
957,CUST139,Mall Store,Zootopia,Animation,2024-04-10,4.55,2.0,2.55,4
958,CUST124,Suburban Store,Finding Nemo,Family,2024-07-18,7.2,3.0,4.2,4
959,CUST281,Downtown Store,Zootopia,Animation,2024-01-09,10.32,0.0,10.32,20
960,CUST269,Downtown Store,The Lion King,Family,2025-04-01,5.52,3.0,2.5199999999999996,3
961,CUST099,Downtown Store,It Chapter Two,Horror,2024-01-25,8.19,0.0,8.19,8
962,CUST063,Suburban Store,Moana,Family,2024-05-02,2.86,2.0,0.8599999999999999,0
963,CUST290,Downtown Store,Titanic,Romance,2024-04-23,8.96,1.0,7.960000000000001,9
964,CUST039,Suburban Store,Finding Nemo,Family,2025-04-09,11.23,1.0,10.23,20
965,CUST166,Mall Store,Up,Family,2024-06-14,9.81,1.0,8.81,4
966,CUST199,Mall Store,Titanic,Romance,2024-03-02,4.58,1.0,3.58,2
967,CUST036,Mall Store,Finding Nemo,Family,2024-07-24,8.1,0.5,7.6,12
968,CUST074,Suburban Store,The Lion King,Family,2025-03-17,4.18,3.0,1.1799999999999997,0
969,CUST133,Downtown Store,Finding Nemo,Family,2024-02-05,2.73,2.0,0.73,0
970,CUST229,Downtown Store,Inside Out,Animation,2025-05-24,3.49,3.0,0.4900000000000002,0
971,CUST200,Mall Store,Frozen II,Family,2024-06-04,9.0,1.5,7.5,3
972,CUST252,Mall Store,Minions,Animation,2025-03-22,6.04,3.0,3.04,1
973,CUST116,Downtown Store,The Matrix,Sci-Fi,2025-01-28,11.54,1.5,10.04,5
974,CUST275,Mall Store,Black Panther,Action,2024-12-07,8.82,1.5,7.32,3
975,CUST047,Mall Store,Coco,Animation,2025-07-01,10.53,1.0,9.53,4
976,CUST149,Suburban Store,Finding Nemo,Family,2024-07-26,3.77,0.0,3.77,4
977,CUST098,Mall Store,Doctor Strange,Action,2025-02-03,10.96,3.0,7.960000000000001,9
978,CUST044,Suburban Store,Shrek,Animation,2025-03-24,9.35,0.5,8.85,4
979,CUST013,Suburban Store,Captain Marvel,Action,2024-09-01,6.89,0.0,6.89,9
980,CUST274,Mall Store,Shrek,Animation,2024-01-17,2.37,0.0,2.37,3
981,CUST022,Mall Store,Guardians of the Galaxy,Action,2024-05-01,4.12,3.0,1.12,0
982,CUST275,Downtown Store,Doctor Strange,Action,2025-08-16,4.33,0.0,4.33,2
983,CUST073,Mall Store,Guardians of the Galaxy,Action,2024-01-20,6.71,2.0,4.71,2
984,CUST067,Downtown Store,Aladdin,Family,2024-06-25,8.33,1.0,7.33,3
985,CUST088,Suburban Store,Finding Nemo,Family,2024-03-06,10.18,0.0,10.18,5
986,CUST113,Downtown Store,Shrek,Animation,2024-07-26,6.26,3.0,3.26,4
987,CUST062,Suburban Store,Zootopia,Animation,2025-08-12,7.46,1.0,6.46,6
988,CUST024,Suburban Store,Inside Out,Animation,2024-06-26,5.36,0.0,5.36,6
989,CUST213,Downtown Store,Toy Story 4,Animation,2025-01-13,7.53,1.5,6.03,6
990,CUST021,Downtown Store,Black Panther,Action,2024-04-12,9.91,3.0,6.91,12
991,CUST081,Downtown Store,Inside Out,Animation,2025-05-13,2.81,0.0,2.81,2
992,CUST146,Mall Store,Joker,Drama,2025-05-02,8.92,0.5,8.42,8
993,CUST139,Suburban Store,Coco,Animation,2025-04-06,6.12,0.5,5.62,2
994,CUST093,Suburban Store,Moana,Family,2025-05-26,8.12,0.0,8.12,12
995,CUST215,Downtown Store,Inception,Sci-Fi,2025-07-25,4.36,0.0,4.36,2
996,CUST186,Suburban Store,Moana,Family,2025-06-03,4.19,3.0,1.1900000000000004,0
997,CUST028,Downtown Store,It Chapter Two,Horror,2024-04-25,9.97,3.0,6.970000000000001,12
998,CUST091,Downtown Store,Shrek,Animation,2024-02-14,2.54,1.0,1.54,0
999,CUST223,Mall Store,Captain Marvel,Action,2024-12-08,8.17,1.5,6.67,3
1000,CUST027,Suburban Store,The Lion King,Family,2024-06-29,3.58,0.0,3.58,4
